,all_day,calendar_count,calendars,city_name,comment_count,country_abbr,country_abbr2,country_name,created,description,geocode_type,going,going_count,groups,id,image,latitude,link_count,longitude,modified,olson_path,owner,performers,postal_code,privacy,recur_string,region_abbr,region_name,start_time,stop_time,title,tz_city,tz_country,tz_id,tz_olson_path,url,venue_address,venue_display,venue_id,venue_name,venue_url,watching_count
248,0,,,Dublin,,IRL,IE,Ireland,2017-01-09 09:54:55,,City Based GeoCodes,,,,E0-001-099285730-8,[None],53.3416,,-6.25735,2017-01-13 01:40:50,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-11 09:00:00,,Dublin Horse Show 2017,,,,,http://dublin.eventful.com/events/dublin-horse-show-2017-/E0-001-099285730-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,1 Ballsbridge,1,V0-001-006651611-7,RDS Simmonscourt,http://dublin.eventful.com/venues/rds-simmonscourt-/V0-001-006651611-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
249,0,,,Dublin,,IRL,IE,Ireland,2017-05-11 02:46:42,,EVDB Geocoder,,,,E0-001-102867804-3,"[{'medium': {'url': 'http://s1.evcdn.com/images/medium/I0-001/004/226/772-9.jpeg_/hurray-for-the-riff-raff-72.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s1.evcdn.com/images/thumb/I0-001/004/226/772-9.jpeg_/hurray-for-the-riff-raff-72.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s1.evcdn.com/images/small/I0-001/004/226/772-9.jpeg_/hurray-for-the-riff-raff-72.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s1.evcdn.com/images/small/I0-001/004/226/772-9.jpeg_/hurray-for-the-riff-raff-72.jpeg', 'width': '48', 'height': '48'}}]",53.3366089,,-6.2655735,2017-05-11 02:46:42,Europe/Dublin,evdb,"{'performer': {'name': 'hurray for the riff raff', 'creator': 'evdb', 'url': 'http://concerts.eventful.com/hurray-for-the-riff-raff?utm_source=apis&utm_medium=apim&utm_campaign=apic', 'linker': 'evdb', 'short_bio': 'Blues / Heavy Metal / Pop', 'id': 'P0-001-000250083-1'}}",2,1,,D,Dublin,2017-10-19 20:00:00,,Hurray for the Riff Raff,,,,,http://dublin.eventful.com/events/hurray-riff-raff-/E0-001-102867804-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,25 Wexford Street,1,V0-001-000377298-5,Whelan's,http://dublin.eventful.com/venues/whelans-/V0-001-000377298-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,
250,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:41:14," <br><strong> 06/08/2017 - 06/08/2017 3pm-3.45pm</strong><br> Join a public tour on exploring the turbulent decade from 1913-1923 examining the ordinary Irishmen and women involved in World War I, the 1916 Rising, War of Independence and Civil War. <b>No booking required, places allocated on a first-come basis 15 minutes before tour starts.</b><br><strong>Event Type:</strong> Tour <br><strong>Topic</strong>: History <br><strong>Audience</strong>: Adults & Children 12+ <br><strong>Venue</strong>: Collins Barracks (Decorative Arts & History) ",City Based GeoCodes,,,,E0-001-104083285-6,[None],53.3416,,-6.25735,2017-07-01 14:22:26,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-06 00:00:00,2017-08-06 00:00:00,Public Tour: Decade of Conflict,,,,,http://dublin.eventful.com/events/public-tour-decade-conflict-/E0-001-104083285-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Benburb Street,1,V0-001-005591786-0,Collins Barracks,http://dublin.eventful.com/venues/collins-barracks-/V0-001-005591786-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,
251,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:41:18, <br><strong> 19/08/2017 - 27/08/2017 During Opening Hours</strong><br> Follow a flower trail to discover some Museum objects in bloom. Create your own paper flower to add to the Museum’s bouquet. Pick up a trail at reception during Heritage Week. <b> No booking required. </b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Decorative Arts <br><strong>Audience</strong>: Families <br><strong>Venue</strong>: Collins Barracks (Decorative Arts & History) ,City Based GeoCodes,,,,E0-001-104083290-8,[None],53.3416,,-6.25735,2017-07-01 14:22:26,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-19 00:00:00,2017-08-27 00:00:00,Family Flower Trail,,,,,http://dublin.eventful.com/events/family-flower-trail-/E0-001-104083290-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Benburb Street,1,V0-001-005591786-0,Collins Barracks,http://dublin.eventful.com/venues/collins-barracks-/V0-001-005591786-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,
252,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:41:09, <br><strong> 23/07/2017 - 23/07/2017 3pm-4pm</strong><br> A chance to explore some of the artefacts from the Museum’s collection of objects for handling with Museum educators - a fascinating drop-in handling session for all ages. <b>No booking required.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Decorative Arts <br><strong>Audience</strong>: All Ages <br><strong>Venue</strong>: Collins Barracks (Decorative Arts & History) ,City Based GeoCodes,,,,E0-001-104083280-1,[None],53.3416,,-6.25735,2017-07-01 14:22:25,Europe/Dublin,evdb,,,1,,D,Dublin,2017-07-23 00:00:00,2017-07-23 00:00:00,Hands on History,,,,,http://dublin.eventful.com/events/hands-history-/E0-001-104083280-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Benburb Street,1,V0-001-005591786-0,Collins Barracks,http://dublin.eventful.com/venues/collins-barracks-/V0-001-005591786-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,
253,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:24, <br><strong> 26/08/2017 - 26/08/2017 11.30am-1.30pm</strong><br> Bogs are fascinating places for archaeologists. Take our Treasures of the Bog trail to learn more about the artefacts found in bogs and see if you can uncover some of the mysteries of Ireland’s wetlands! <b>Free event. No booking required. Located in the Kildare Room. Wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ,City Based GeoCodes,,,,E0-001-104083240-3,[None],53.3416,,-6.25735,2017-07-01 14:22:16,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-26 00:00:00,2017-08-26 00:00:00,Treasures of the Bog Trail,,,,,http://dublin.eventful.com/events/treasures-bog-trail-/E0-001-104083240-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
254,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:20," <br><strong> 23/08/2017 - 23/08/2017 2.00-4.00pm</strong><br> Archaeologists can discover a lot about how people lived in the past by studying bones. Take part in this special workshop which will look at how bones are preserved in different environments and figure out which bones belong to a Bronze Age burial, a bog body and a Viking skeleton. <b>Free event. No booking required. Located in Learning Resource Room, First Floor. Not wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 10+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ",City Based GeoCodes,,,,E0-001-104083237-9,[None],53.3416,,-6.25735,2017-07-01 14:22:15,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-23 00:00:00,2017-08-23 00:00:00,Heritage Week: Bone Stories!,,,,,http://dublin.eventful.com/events/heritage-week-bone-stories-/E0-001-104083237-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
255,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:17," <br><strong> 16/08/2017 - 16/08/2017 2.00-4.00pm</strong><br> Drop-in and explore Ireland at the time of Celtic Kings. Find out more about the mysterious bog bodies and what they may have worn to special ceremonies, then make your own leather armlet to take home! <b>Free event. No booking required. Located in the Kildare Room. Wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ",City Based GeoCodes,,,,E0-001-104083235-1,[None],53.3416,,-6.25735,2017-07-01 14:22:13,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-16 00:00:00,2017-08-16 00:00:00,Kingly Attire,,,,,http://dublin.eventful.com/events/kingly-attire-/E0-001-104083235-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
256,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:04, <br><strong> 22/07/2017 - 22/07/2017 11.30am-1.30pm</strong><br> What was life like in Ireland during the Bronze Age? Drop into our learning space to handle replica artefacts and find out how people in Ireland in Prehistoric times used metal for their weapons and tools. Then create your very own lunula to take home! <b>Free event. No booking required. Located in the Kildare Room.Wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ,City Based GeoCodes,,,,E0-001-104083223-6,[None],53.3416,,-6.25735,2017-07-01 14:22:08,Europe/Dublin,evdb,,,1,,D,Dublin,2017-07-22 00:00:00,2017-07-22 00:00:00,Back to the Bronze Age!,,,,,http://dublin.eventful.com/events/back-bronze-age-/E0-001-104083223-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
257,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:05," <br><strong> 26/07/2017 - 26/07/2017 2.00-4.00pm</strong><br> The Vikings wore pendants and amulets based on the Norse gods in the hope that they would bring them good luck. Learn more about the beliefs of the Vikings and make your very own Thor’s Hammer pendant to take home. <b>Free event. No booking required. Located in Learning Resource Room, First Floor. Not wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ",City Based GeoCodes,,,,E0-001-104083225-4,[None],53.3416,,-6.25735,2017-07-01 14:22:08,Europe/Dublin,evdb,,,1,,D,Dublin,2017-07-26 00:00:00,2017-07-26 00:00:00,Thor’s Hammer,,,,,http://dublin.eventful.com/events/thors-hammer-/E0-001-104083225-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
258,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:07," <br><strong> 29/07/2017 - 29/07/2017 11.30am-1.30pm</strong><br> As part of the Festival of Archaeology why not drop in to the museum to discover how the Vikings built their homes, then create your own Viking house and help build up the Viking town of Dublin! <b>Free event. No booking required. Located in the Kildare Room. Wheelchair accessible</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ",City Based GeoCodes,,,,E0-001-104083226-3,[None],53.3416,,-6.25735,2017-07-01 14:22:09,Europe/Dublin,evdb,,,1,,D,Dublin,2017-07-29 00:00:00,2017-07-29 00:00:00,Make your own Viking House,,,,,http://dublin.eventful.com/events/make-your-own-viking-house-/E0-001-104083226-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
259,2,,,Dublin,,IRL,IE,Ireland,2017-06-24 17:40:18, <br><strong> 19/08/2017 - 19/08/2017 11.30am-1.30pm</strong><br> Drop-in to the museum to learn about how people in Stone Age Ireland caught their dinner and make your own paper fish to take home! <b>Free event. No booking required. Located in the Kildare Room. Wheelchair accessible.</b><br><strong>Event Type:</strong> Drop-in Activity <br><strong>Topic</strong>: Archaeology <br><strong>Audience</strong>: Ages 8+ <br><strong>Venue</strong>: Kildare Street (Archaeology) ,City Based GeoCodes,,,,E0-001-104083236-0,[None],53.3416,,-6.25735,2017-07-01 14:22:14,Europe/Dublin,evdb,,,1,,D,Dublin,2017-08-19 00:00:00,2017-08-19 00:00:00,Fishy Business!,,,,,http://dublin.eventful.com/events/fishy-business-/E0-001-104083236-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Kildare Street , Dublin 2",1,V0-001-009485472-8,Number Six,http://dublin.eventful.com/venues/number-six-/V0-001-009485472-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
260,0,,,Dublin,,IRL,IE,Ireland,2017-05-31 18:19:47, Been on a P2LG Play Golf Now adult programme and wanna take it to the next level? Join us again to learn cool new skills like: Curving the ball (on purpose) Hitting the ball further How to avoid shots going offline Focussing better Finding a routine that works Coach student ration 1:6 Class duration 1 hour ,City Based GeoCodes,,,,E0-001-103440738-5,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/038/635/247-5.jpeg_/moving-up-adult-5-week-group-coaching-level-2-47.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/038/635/247-5.jpeg_/moving-up-adult-5-week-group-coaching-level-2-47.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/038/635/247-5.jpeg_/moving-up-adult-5-week-group-coaching-level-2-47.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/038/635/247-5.jpeg_/moving-up-adult-5-week-group-coaching-level-2-47.jpeg', 'width': '48', 'height': '48'}}]",53.3416,,-6.25735,2017-05-31 18:19:47,Europe/Dublin,evdb,,,1,,D,Dublin,2017-09-04 20:00:00,,Moving On Up - Adult 5 Week Group Coaching Level 2,,,,,http://dublin.eventful.com/events/moving-up-adult-5-week-group-coaching-level-2-/E0-001-103440738-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Tallaght Road,1,V0-001-004961044-3,Spawell Centre,http://dublin.eventful.com/venues/spawell-centre-/V0-001-004961044-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
261,0,,,Dublin,,IRL,IE,Ireland,2017-05-22 17:08:40,,EVDB Geocoder,,,,E0-001-103206301-7,"[{'medium': {'url': 'http://s1.evcdn.com/images/medium/I0-001/000/506/084-8.jpeg_/the-darkness-84.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s1.evcdn.com/images/thumb/I0-001/000/506/084-8.jpeg_/the-darkness-84.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s1.evcdn.com/images/small/I0-001/000/506/084-8.jpeg_/the-darkness-84.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s1.evcdn.com/images/small/I0-001/000/506/084-8.jpeg_/the-darkness-84.jpeg', 'width': '48', 'height': '48'}}]",53.3479530,,-6.2619850,2017-05-22 17:08:40,Europe/Dublin,evdb,"{'performer': {'name': 'The Darkness', 'creator': 'rockstar46', 'url': 'http://concerts.eventful.com/The-Darkness?utm_source=apis&utm_medium=apim&utm_campaign=apic', 'linker': 'evdb', 'short_bio': 'The Darkness, Classic Rock/Rock/Metal', 'id': 'P0-001-000014675-4'}}",,1,,D,Dublin,2017-10-14 19:00:00,,The Darkness,,,,,http://dublin.eventful.com/events/darkness-/E0-001-103206301-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,57 Middle Abbey Street,1,V0-001-004817650-8,The Academy,http://dublin.eventful.com/venues/the-academy-/V0-001-004817650-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
262,0,,,Dublin,,IRL,IE,Ireland,2017-05-22 17:09:02,,EVDB Geocoder,,,,E0-001-103206320-2,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/038/188/891-1.jpeg_/daniel-romano-91.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/038/188/891-1.jpeg_/daniel-romano-91.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/038/188/891-1.jpeg_/daniel-romano-91.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/038/188/891-1.jpeg_/daniel-romano-91.jpeg', 'width': '48', 'height': '48'}}]",53.3366089,,-6.2655735,2017-05-22 17:09:02,Europe/Dublin,evdb,"{'performer': {'name': 'Daniel Romano', 'creator': 'BlondeColleen', 'url': 'http://concerts.eventful.com/performers/daniel-romano-/P0-001-014195449-0?utm_source=apis&utm_medium=apim&utm_campaign=apic', 'linker': 'evdb', 'short_bio': 'Country Musician', 'id': 'P0-001-014195449-0'}}",2,1,,D,Dublin,2017-11-15 20:00:00,,Daniel Romano,,,,,http://dublin.eventful.com/events/daniel-romano-/E0-001-103206320-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,25 Wexford Street,1,V0-001-000377298-5,Whelan's,http://dublin.eventful.com/venues/whelans-/V0-001-000377298-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,
263,0,,,Dublin,,IRL,IE,Ireland,2017-05-22 17:08:58,,EVDB Geocoder,,,,E0-001-103206317-8,"[{'medium': {'url': 'http://s2.evcdn.com/images/medium/I0-001/037/138/157-0.gif_/pj-gallagher-57.gif', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s2.evcdn.com/images/thumb/I0-001/037/138/157-0.gif_/pj-gallagher-57.gif', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s2.evcdn.com/images/small/I0-001/037/138/157-0.gif_/pj-gallagher-57.gif', 'height': '48', 'width': '48', 'small': {'url': 'http://s2.evcdn.com/images/small/I0-001/037/138/157-0.gif_/pj-gallagher-57.gif', 'width': '48', 'height': '48'}}]",53.342666308088624,,-6.27767112883606,2017-05-22 17:08:58,Europe/Dublin,evdb,,2,1,,D,Dublin,2017-11-03 20:30:00,,PJ Gallagher,,,,,http://dublin.eventful.com/events/pj-gallagher-/E0-001-103206317-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,58 Thomas Street,1,V0-001-000152848-7,Vicar Street,http://dublin.eventful.com/venues/vicar-street-/V0-001-000152848-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
264,0,,,Dublin,,IRL,IE,Ireland,2013-02-13 09:07:58," Certified Scrum Master (CSM) A Certified ScrumMaster® helps project teams properly use Scrum, increasing the likelihood of the project&#39;s overall success. CSMs understand Scrum values, practices, and applications and provide a level of knowledge and expertise above and beyond that of typical project managers. CSMs act as &quot;servant leaders,&quot; helping the rest of the Scrum team work together and learn the Scrum framework. CSMs also protect the team from both internal and external distractions. To earn your CSM certificate, you must take a CSM course from a Certified Scrum Trainer (CST) or Endorsed Scrum Trainer (EST) and demonstrate your progress through our online CSM test. The first step toward your CSM is familiarizing yourself with Scrum. Then attend an in-person, two-day (16 hour) CSM course taught by a Scrum Alliance Authorized Trainer. After successfully completing the course, you will need to pass the CSM exam. To get a passing score, you must correctly answer 24 of the 35 questions.  You will be eligible for 16 Scrum Education Units (SEUs) upon completion of this course. After you pass the CSM exam, you will be asked to accept the License Agreement and complete your Scrum Alliance membership profile. This 2 day (16 hours) course fulfills the classroom requirement to become a CSM.   Who Should Take This Course   Product and Line Managers, Project Managers, Developers, Testers, Business Analysts; and anyone interested in learning more about Scrum and agile methods.    Course Outline     Below is a summary of the topics covered in this course. The learning experience covers all elements of the Content Outline and Learning Objectives identified by the Scrum Alliance, presented in an interactive and exercise-based format. This course contains a significant amount of exercises, including individual, pair, and table based activities as well as class-wide simulations.  The interactive design of the course has been refined over the years and focuses on an experience that has participants learning in a collaborative environment.    ​   Scrum Introduction The Agile Mindset Empirical Process Control The Agile Manifesto  12 Agile Principles 5 Scrum Values   ​   Scrum Roles Product Owner Development Team (aka &quot;The Team&quot;) ScrumMaster   ​   Product Backlog Items Defining PBI Product Backlog User Stories Acceptance Criteria   ​   Estimation Techniques Estimation Sequences Relative Complexity Estimating Backlog Items Velocity   ​   Sprint Events Sprint Overview Definition of Done Product Increment Release Planning Sprint Planning Sprint Backlog Daily Scrum Backlog Refinement Activity Sprint Review Sprint Retrospective   Schedule  Th – F, Time: 8:30 AM – 5:00 PM (Lunch 12:00 – 1:00 PM, Continental Breakfast 8:30am to 9am, Refreshments served throughout the day) ",City Based GeoCodes,,,,E0-001-054530768-9,"[{'medium': {'url': 'http://s3.evcdn.com/images/medium/I0-001/038/573/438-0.jpeg_/certified-scrum-master-38.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s3.evcdn.com/images/thumb/I0-001/038/573/438-0.jpeg_/certified-scrum-master-38.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s3.evcdn.com/images/small/I0-001/038/573/438-0.jpeg_/certified-scrum-master-38.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s3.evcdn.com/images/small/I0-001/038/573/438-0.jpeg_/certified-scrum-master-38.jpeg', 'width': '48', 'height': '48'}}]",53.3416,,-6.25735,2017-05-22 18:36:06,Europe/Dublin,evdb,,,1,,D,Dublin,2017-12-14 08:30:00,,Certified Scrum Master,,,,,http://dublin.eventful.com/events/certified-scrum-master-/E0-001-054530768-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Stillorgan Rd. , Booterstown, Blackrock, Co.",1,V0-001-010884760-7,Radisson Blu,http://dublin.eventful.com/venues/radisson-blu-/V0-001-010884760-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
265,0,,,Dublin,,IRL,IE,Ireland,2017-05-22 17:08:49,,EVDB Geocoder,,,,E0-001-103206308-0,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/037/464/963-3.gif_/guinness-series-2017-ireland-v-argentina-63.gif', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/037/464/963-3.gif_/guinness-series-2017-ireland-v-argentina-63.gif', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/037/464/963-3.gif_/guinness-series-2017-ireland-v-argentina-63.gif', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/037/464/963-3.gif_/guinness-series-2017-ireland-v-argentina-63.gif', 'width': '48', 'height': '48'}}]",53.334178,,-6.228969,2017-05-22 17:08:49,Europe/Dublin,evdb,,4,1,,D,Dublin,2017-11-25 17:30:00,,Guinness Series 2017 - Ireland v Argentina,,,,,http://dublin.eventful.com/events/guinness-series-2017-ireland-v-argentina-/E0-001-103206308-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,62 Lansdowne Road,1,V0-001-000223394-8,Aviva Stadium,http://dublin.eventful.com/venues/aviva-stadium-/V0-001-000223394-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
266,0,,,Dublin,,IRL,IE,Ireland,2017-01-24 01:37:26,,EVDB Geocoder,,,,E0-001-099785112-3,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/037/008/551-8.jpeg_/bash-philo-51.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/037/008/551-8.jpeg_/bash-philo-51.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/037/008/551-8.jpeg_/bash-philo-51.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/037/008/551-8.jpeg_/bash-philo-51.jpeg', 'width': '48', 'height': '48'}}]",53.3448904,,-6.2645376,2017-03-30 12:12:01,Europe/Dublin,evdb,,2,1,,D,Dublin,2017-08-19 18:45:00,,The Bash for Philo,,,,,http://dublin.eventful.com/events/bash-philo-/E0-001-099785112-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Curved Street, Temple Bar",1,V0-001-000667957-3,Button Factory,http://dublin.eventful.com/venues/button-factory-/V0-001-000667957-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
267,2,,,Dublin,,IRL,IE,Ireland,2017-05-20 01:33:32," <p>Friday Nov. 17RDS - Members&#39; Club - Thomas Prior Room<br><strong>Opening Times and Admission</strong><br> Friday Nov. 17: 18:30 - 10:30 <br><strong>Event Website and Email</strong><br><a href=""mailto:members@rds.ie"" rel=""nofollow"">members@rds.ie</a><br><strong>Organiser&#39;s Contacts</strong><br><p><br>RDS <br>Ballsbridge <br>Dublin 4 <p> Tel 01 240 7296 <a href=""http://www.booking.com/landmark/ie/roual-dublin-society.en.html?aid=322667&label=rds-dropdown"" rel=""nofollow"">Book a Hotel</a><p> <p>The Great Famine and the emigration which followed epitomised the fraught relationship between Cathlin Ni Uallachain and John Bull who meet up in the next world with surprising consequences.<p>Inspired by an Emigrant Ship, Dublin Bay Sunset, Edwin Hayes, 1853 <p>Prices (including dinner):<p>Members: €55<p>Non-Members: €60</p></p></p></p></p></p></p></p></p>",EVDB Geocoder,,,,E0-001-103119851-0,[None],53.326837678145964,,-6.22994270950926,2017-05-20 19:48:03,Europe/Dublin,evdb,,Dublin 4,1,,D,Dublin,2017-11-17 00:00:00,,Friday Presents - Peer Review by Michael Casey,,,,,http://dublin.eventful.com/events/friday-presents-peer-review-michael-casey-/E0-001-103119851-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Anglesea Road,1,V0-001-000262134-7,Royal Dublin Society (RDS),http://dublin.eventful.com/venues/royal-dublin-society-rds-/V0-001-000262134-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
268,2,,,Dublin,,IRL,IE,Ireland,2017-05-20 01:33:37," <p>Wednesday Sep. 6RDS - Members&#39; Club - Thomas Prior Room<br><strong>Opening Times and Admission</strong><br> Wednesday Sep. 6: 18:00 - 20:00 <br><strong>Event Website and Email</strong><br><a href=""mailto:members@rds.ie"" rel=""nofollow"">members@rds.ie</a><br><strong>Organiser&#39;s Contacts</strong><br><p><br>RDS <br>Ballsbridge <br>Dublin 4 <p> Tel 01 240 7296 <a href=""http://www.booking.com/landmark/ie/roual-dublin-society.en.html?aid=322667&label=rds-dropdown"" rel=""nofollow"">Book a Hotel</a><p> <p>Bringing emerging entrepreneurs together with more established business people to learn from their expertise.</p></p></p></p></p>",EVDB Geocoder,,,,E0-001-103119854-7,[None],53.326837678145964,,-6.22994270950926,2017-05-20 19:48:04,Europe/Dublin,evdb,,Dublin 4,1,,D,Dublin,2017-09-06 00:00:00,,RDS Entrepreneurs' Club,,,,,http://dublin.eventful.com/events/rds-entrepreneurs-club-/E0-001-103119854-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Anglesea Road,1,V0-001-000262134-7,Royal Dublin Society (RDS),http://dublin.eventful.com/venues/royal-dublin-society-rds-/V0-001-000262134-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
